OrderID,OrderDate,ShipDate,CustomerID,ProductID,Region,Quantity,UnitPrice,Discount,Sales,ShippingCost,Profit,Category,SubCategory
ORD009020,2022-12-28,2023-01-02,C02111,P0082,West,1,102.52,0.1,92.27,11.38,8.21,Home & Kitchen,Cookware
ORD009021,2021-05-18,2021-05-19,C01167,P0056,Central,1,260.93,0.0,260.93,11.24,57.05,Electronics,Audio
ORD009022,2023-06-02,2023-06-09,C02262,P0001,West,1,75.87,0.0,75.87,7.6,18.34,Fashion,Clothing
ORD009023,2021-01-08,2021-01-11,C01237,P0070,West,1,263.41,0.0,263.41,17.53,46.03,Electronics,Wearable
ORD009024,2020-11-14,2020-11-15,C02851,P0088,Central,1,148.6,0.1,133.74,8.86,27.01,Home & Kitchen,Cookware
ORD009025,2022-04-29,2022-05-04,C01341,P0075,Central,1,90.93,0.0,90.93,9.31,11.49,Home & Kitchen,Furniture
ORD009026,2019-03-10,2019-03-11,C01932,P0009,Central,1,64.1,0.0,64.1,3.56,15.7,Fashion,Clothing
ORD009027,2019-08-18,2019-08-21,C01445,P0005,East,1,93.5,0.0,93.5,12.38,9.54,Fashion,Clothing
ORD009028,2021-09-01,2021-09-03,C00827,P0052,Central,1,301.47,0.0,301.47,15.84,62.47,Electronics,Audio
ORD009029,2024-10-27,2024-10-28,C01794,P0058,East,4,244.15,0.0,976.6,12.23,136.73,Electronics,Audio
ORD009030,2023-06-08,2023-06-15,C00396,P0008,East,1,68.9,0.1,62.01,8.59,5.33,Fashion,Clothing
ORD009031,2019-09-12,2019-09-16,C02061,P0041,West,1,292.78,0.0,292.78,13.59,49.28,Electronics,Laptop
ORD009032,2024-02-08,2024-02-09,C02073,P0022,South,3,66.6,0.1,179.82,5.49,38.95,Fashion,Accessories
ORD009033,2023-07-09,2023-07-10,C00769,P0009,South,1,64.1,0.1,57.69,5.25,10.16,Fashion,Clothing
ORD009034,2022-10-30,2022-10-31,C02874,P0028,Central,5,12.9,0.0,64.5,6.49,16.36,Fashion,Accessories
ORD009035,2023-12-17,2023-12-20,C01715,P0042,North,2,264.79,0.1,476.62,15.02,69.27,Electronics,Laptop
ORD009036,2021-07-23,2021-07-27,C00277,P0098,Central,1,149.04,0.0,149.04,10.27,33.4,Home & Kitchen,Decor
ORD009037,2020-06-07,2020-06-10,C01181,P0050,Central,2,264.68,0.0,529.36,20.71,125.73,Electronics,Laptop
ORD009038,2022-02-04,2022-02-05,C02484,P0021,North,4,53.07,0.05,201.67,11.16,53.11,Fashion,Accessories
ORD009039,2022-05-21,2022-05-26,C01648,P0030,North,1,30.05,0.25,22.54,8.4,-5.25,Fashion,Accessories
ORD009040,2022-04-21,2022-04-26,C02240,P0099,North,1,84.07,0.05,79.87,4.38,14.52,Home & Kitchen,Decor
ORD009041,2022-07-07,2022-07-14,C02636,P0054,East,1,250.22,0.2,200.18,18.81,-2.13,Electronics,Audio
ORD009042,2024-11-04,2024-11-08,C01603,P0077,East,1,143.14,0.1,128.83,13.24,7.18,Home & Kitchen,Furniture
ORD009043,2024-07-18,2024-07-19,C00517,P0035,Central,1,198.01,0.0,198.01,14.94,13.23,Electronics,Mobile
ORD009044,2024-05-02,2024-05-03,C01638,P0011,South,1,44.33,0.0,44.33,8.19,4.7,Fashion,Footwear
ORD009045,2023-11-25,2023-12-02,C01464,P0017,North,1,37.21,0.0,37.21,4.84,4.38,Fashion,Footwear
ORD009046,2024-10-28,2024-11-01,C02339,P0108,West,1,141.35,0.1,127.22,8.2,29.86,Home & Kitchen,Bedding
ORD009047,2019-10-07,2019-10-08,C01396,P0014,West,1,76.77,0.05,72.93,3.79,18.73,Fashion,Footwear
ORD009048,2020-10-07,2020-10-11,C02731,P0024,South,1,101.61,0.15,86.37,5.0,23.6,Fashion,Accessories
ORD009049,2021-12-26,2021-12-28,C01580,P0055,North,1,244.91,0.15,208.17,17.09,10.91,Electronics,Audio
ORD009050,2024-02-08,2024-02-09,C01218,P0078,North,1,134.32,0.1,120.89,12.22,16.57,Home & Kitchen,Furniture
ORD009051,2022-01-16,2022-01-17,C00721,P0019,West,1,28.35,0.0,28.35,6.7,2.08,Fashion,Footwear
ORD009052,2023-08-23,2023-08-30,C02996,P0032,West,1,292.4,0.05,277.78,15.7,50.18,Electronics,Mobile
ORD009053,2019-11-30,2019-12-02,C02225,P0082,West,1,102.52,0.0,102.52,12.18,13.56,Home & Kitchen,Cookware
ORD009054,2020-09-04,2020-09-06,C00990,P0016,Central,1,39.18,0.05,37.22,4.33,3.98,Fashion,Footwear
ORD009055,2023-07-08,2023-07-11,C00317,P0034,Central,1,256.12,0.0,256.12,12.53,56.06,Electronics,Mobile
ORD009056,2019-12-29,2020-01-03,C02721,P0078,Central,1,134.32,0.05,127.6,8.98,23.84,Home & Kitchen,Furniture
ORD009057,2021-02-21,2021-02-24,C00031,P0037,Central,1,292.77,0.0,292.77,16.94,52.24,Electronics,Mobile
ORD009058,2020-10-06,2020-10-08,C02417,P0063,North,1,244.59,0.0,244.59,17.95,27.01,Electronics,Wearable
ORD009059,2021-02-17,2021-02-24,C01368,P0004,East,1,55.09,0.1,49.58,3.11,13.35,Fashion,Clothing
ORD009060,2023-05-01,2023-05-04,C02356,P0076,South,1,124.08,0.05,117.88,4.61,17.29,Home & Kitchen,Furniture
ORD009061,2021-04-10,2021-04-13,C00041,P0054,East,1,250.22,0.0,250.22,13.62,33.09,Electronics,Audio
ORD009062,2022-06-09,2022-06-16,C02259,P0081,West,1,118.69,0.25,89.02,7.61,0.87,Home & Kitchen,Cookware
ORD009063,2019-10-10,2019-10-11,C00439,P0032,South,3,292.4,0.05,833.34,11.6,186.03,Electronics,Mobile
ORD009064,2023-11-29,2023-11-30,C01233,P0024,West,1,101.61,0.1,91.45,3.25,28.39,Fashion,Accessories
ORD009065,2021-04-16,2021-04-19,C02476,P0109,West,1,95.52,0.4,57.31,8.65,-7.0,Home & Kitchen,Bedding
ORD009066,2022-12-11,2022-12-12,C02855,P0058,South,1,244.15,0.15,207.53,14.65,0.62,Electronics,Audio
ORD009067,2023-06-19,2023-06-20,C01690,P0091,Central,1,105.86,0.0,105.86,7.23,14.1,Home & Kitchen,Decor
ORD009068,2020-05-04,2020-05-07,C00345,P0092,Central,1,123.65,0.0,123.65,8.78,17.92,Home & Kitchen,Decor
ORD009069,2024-05-28,2024-05-31,C01772,P0062,South,1,317.17,0.0,317.17,13.45,75.64,Electronics,Wearable
ORD009070,2022-11-05,2022-11-08,C00445,P0039,West,3,238.09,0.0,714.27,17.45,159.1,Electronics,Mobile
ORD009071,2021-10-02,2021-10-07,C02517,P0038,South,1,249.72,0.0,249.72,14.61,53.07,Electronics,Mobile
ORD009072,2020-02-15,2020-02-17,C00424,P0015,South,1,57.34,0.0,57.34,4.91,9.99,Fashion,Footwear
ORD009073,2024-10-26,2024-11-05,C02175,P0007,East,2,41.46,0.05,78.77,9.53,9.68,Fashion,Clothing
ORD009074,2023-09-13,2023-09-15,C00244,P0052,Central,1,301.47,0.0,301.47,14.13,64.18,Electronics,Audio
ORD009075,2020-04-29,2020-05-02,C02855,P0064,South,1,203.37,0.0,203.37,20.15,16.69,Electronics,Wearable
ORD009076,2021-01-13,2021-01-15,C00244,P0097,Central,4,139.5,0.0,558.0,9.08,167.32,Home & Kitchen,Decor
ORD009077,2023-12-05,2023-12-09,C00423,P0071,North,1,92.35,0.1,83.11,11.11,11.21,Home & Kitchen,Furniture
ORD009078,2023-03-26,2023-03-30,C02334,P0020,East,1,48.17,0.05,45.76,7.93,2.03,Fashion,Footwear
ORD009079,2023-10-09,2023-10-12,C00102,P0010,Central,1,9.58,0.05,9.1,8.41,-5.58,Fashion,Clothing
ORD009080,2021-10-24,2021-10-31,C01619,P0066,North,2,222.52,0.15,378.28,13.51,8.78,Electronics,Wearable
ORD009081,2023-05-25,2023-05-26,C00564,P0098,East,3,149.04,0.0,447.12,7.29,123.72,Home & Kitchen,Decor
ORD009082,2021-06-02,2021-06-05,C00662,P0064,West,1,203.37,0.1,183.03,12.97,11.67,Electronics,Wearable
ORD009083,2020-05-08,2020-05-12,C00927,P0005,South,1,93.5,0.0,93.5,4.03,17.89,Fashion,Clothing
ORD009084,2022-11-25,2022-11-29,C01588,P0081,South,1,118.69,0.05,112.76,6.16,16.56,Home & Kitchen,Cookware
ORD009085,2024-12-04,2024-12-05,C00243,P0094,South,1,78.65,0.0,78.65,6.34,16.65,Home & Kitchen,Decor
ORD009086,2020-12-05,2020-12-08,C02227,P0032,East,1,292.4,0.2,233.92,11.24,28.32,Electronics,Mobile
ORD009087,2021-11-19,2021-11-20,C02957,P0050,West,2,264.68,0.0,529.36,15.71,130.73,Electronics,Laptop
ORD009088,2023-01-22,2023-01-23,C02959,P0004,South,1,55.09,0.1,49.58,3.66,12.8,Fashion,Clothing
ORD009089,2022-04-30,2022-05-03,C02738,P0102,South,1,108.96,0.0,108.96,4.86,28.89,Home & Kitchen,Bedding
ORD009090,2024-01-30,2024-02-03,C02397,P0072,Central,1,128.1,0.0,128.1,5.93,26.71,Home & Kitchen,Furniture
ORD009091,2023-10-01,2023-10-02,C02433,P0026,West,1,76.46,0.0,76.46,6.95,11.87,Fashion,Accessories
ORD009092,2019-06-17,2019-06-19,C02736,P0068,East,1,231.1,0.0,231.1,15.51,20.77,Electronics,Wearable
ORD009093,2024-12-30,2025-01-04,C00380,P0083,East,4,103.11,0.25,309.33,7.76,51.33,Home & Kitchen,Cookware
ORD009094,2023-09-05,2023-09-06,C00162,P0054,South,1,250.22,0.0,250.22,15.44,31.27,Electronics,Audio
ORD009095,2024-03-29,2024-04-01,C00787,P0023,South,1,129.54,0.0,129.54,5.69,28.28,Fashion,Accessories
ORD009096,2022-12-14,2022-12-15,C01078,P0020,Central,1,48.17,0.1,43.35,4.13,4.39,Fashion,Footwear
ORD009097,2024-03-07,2024-03-08,C01691,P0025,East,4,69.95,0.0,279.8,5.92,96.4,Fashion,Accessories
ORD009098,2019-11-01,2019-11-05,C01994,P0018,North,1,88.74,0.0,88.74,2.32,27.47,Fashion,Footwear
ORD009099,2021-02-11,2021-02-13,C00104,P0012,East,1,36.14,0.15,30.72,0.0,7.74,Fashion,Footwear
ORD009100,2024-05-04,2024-05-07,C02949,P0079,West,1,120.28,0.0,120.28,12.11,15.19,Home & Kitchen,Furniture
ORD009101,2020-04-11,2020-04-16,C02110,P0105,West,1,76.29,0.4,45.77,9.05,-11.81,Home & Kitchen,Bedding
ORD009102,2019-08-14,2019-08-15,C01851,P0079,East,1,120.28,0.0,120.28,2.6,24.7,Home & Kitchen,Furniture
ORD009103,2023-11-12,2023-11-13,C02387,P0032,North,1,292.4,0.1,263.16,16.56,40.55,Electronics,Mobile
ORD009104,2024-01-07,2024-01-10,C01754,P0027,West,2,27.38,0.0,54.76,7.18,7.94,Fashion,Accessories
ORD009105,2019-12-27,2019-12-28,C02523,P0069,East,1,250.33,0.0,250.33,15.22,28.31,Electronics,Wearable
ORD009106,2024-03-02,2024-03-03,C02574,P0041,Central,2,292.78,0.0,585.56,18.53,107.21,Electronics,Laptop
ORD009107,2023-02-28,2023-03-02,C00002,P0109,North,1,95.52,0.05,90.74,11.67,10.03,Home & Kitchen,Bedding
ORD009108,2022-02-27,2022-02-28,C01545,P0010,West,1,9.58,0.05,9.1,8.79,-5.96,Fashion,Clothing
ORD009109,2023-12-28,2023-12-30,C00099,P0025,West,1,69.95,0.4,41.97,0.0,8.79,Fashion,Accessories
ORD009110,2021-09-05,2021-09-06,C02719,P0058,South,1,244.15,0.2,195.32,16.33,-8.39,Electronics,Audio
ORD009111,2020-03-20,2020-03-22,C02630,P0094,West,1,78.65,0.25,58.99,7.01,4.18,Home & Kitchen,Decor
ORD009112,2020-11-07,2020-11-09,C00749,P0075,East,2,90.93,0.2,145.49,15.69,4.09,Home & Kitchen,Furniture
ORD009113,2022-01-16,2022-01-19,C01931,P0055,South,1,244.91,0.0,244.91,13.32,36.72,Electronics,Audio
ORD009114,2022-04-01,2022-04-05,C01812,P0055,West,1,244.91,0.0,244.91,9.71,40.33,Electronics,Audio
ORD009115,2023-11-30,2023-12-04,C01156,P0092,North,1,123.65,0.15,105.1,8.79,6.78,Home & Kitchen,Decor
ORD009116,2023-11-15,2023-11-18,C00191,P0087,West,1,68.47,0.1,61.62,8.54,4.62,Home & Kitchen,Cookware
ORD009117,2022-08-23,2022-08-25,C01814,P0094,East,2,78.65,0.0,157.3,8.48,37.5,Home & Kitchen,Decor
ORD009118,2023-11-03,2023-11-07,C02259,P0061,West,1,252.32,0.0,252.32,14.81,56.37,Electronics,Wearable
ORD009119,2020-03-13,2020-03-15,C00618,P0062,South,3,317.17,0.15,808.78,15.9,165.73,Electronics,Wearable
ORD009120,2019-05-25,2019-05-28,C02488,P0101,West,2,137.36,0.0,274.72,9.0,70.58,Home & Kitchen,Bedding
ORD009121,2024-04-26,2024-04-30,C01810,P0004,Central,1,55.09,0.15,46.83,2.64,12.17,Fashion,Clothing
ORD009122,2019-08-06,2019-08-09,C02878,P0059,East,1,257.31,0.1,231.58,15.68,17.13,Electronics,Audio
ORD009123,2020-08-18,2020-08-20,C02846,P0103,East,2,184.95,0.0,369.9,2.69,97.83,Home & Kitchen,Bedding
ORD009124,2023-03-25,2023-03-28,C00679,P0091,West,1,105.86,0.0,105.86,5.75,15.58,Home & Kitchen,Decor
ORD009125,2021-08-08,2021-08-12,C02720,P0084,South,1,132.52,0.1,119.27,5.86,27.59,Home & Kitchen,Cookware
ORD009126,2024-05-04,2024-05-05,C00234,P0076,West,1,124.08,0.0,124.08,8.25,17.37,Home & Kitchen,Furniture
ORD009127,2020-11-22,2020-11-29,C00172,P0043,West,1,226.01,0.05,214.71,12.47,14.73,Electronics,Laptop
ORD009128,2019-02-04,2019-02-05,C02462,P0077,North,1,143.14,0.0,143.14,9.44,19.57,Home & Kitchen,Furniture
ORD009129,2020-11-26,2020-11-28,C02878,P0055,East,3,244.91,0.1,661.26,11.99,94.05,Electronics,Audio
ORD009130,2022-08-14,2022-08-17,C00930,P0050,West,1,264.68,0.0,264.68,11.48,61.74,Electronics,Laptop
ORD009131,2021-05-03,2021-05-05,C02594,P0101,South,1,137.36,0.1,123.62,9.98,21.57,Home & Kitchen,Bedding
ORD009132,2022-04-11,2022-04-12,C02311,P0012,West,1,36.14,0.05,34.33,1.45,8.46,Fashion,Footwear
ORD009133,2024-05-05,2024-05-08,C00417,P0003,North,1,46.53,0.25,34.9,1.24,2.99,Fashion,Clothing
ORD009134,2024-08-16,2024-08-20,C02052,P0103,East,2,184.95,0.0,369.9,6.23,94.29,Home & Kitchen,Bedding
ORD009135,2020-10-08,2020-10-15,C00650,P0054,East,2,250.22,0.0,500.44,20.27,73.15,Electronics,Audio
ORD009136,2021-11-20,2021-11-24,C02166,P0049,South,1,233.01,0.0,233.01,18.11,19.14,Electronics,Laptop
ORD009137,2022-05-22,2022-05-23,C01951,P0074,East,1,137.25,0.0,137.25,10.28,19.12,Home & Kitchen,Furniture
ORD009138,2024-11-05,2024-11-15,C00288,P0003,North,1,46.53,0.1,41.88,9.47,-1.05,Fashion,Clothing
ORD009139,2024-12-30,2025-01-03,C01359,P0100,South,2,109.15,0.4,130.98,9.42,-9.35,Home & Kitchen,Decor
ORD009140,2020-07-17,2020-07-24,C02485,P0091,West,2,105.86,0.0,211.72,11.19,31.47,Home & Kitchen,Decor
ORD009141,2023-06-24,2023-06-27,C02575,P0023,West,1,129.54,0.1,116.59,5.95,20.25,Fashion,Accessories
ORD009142,2021-05-09,2021-05-12,C02644,P0100,East,1,109.15,0.0,109.15,5.41,20.82,Home & Kitchen,Decor
ORD009143,2019-01-24,2019-01-28,C02770,P0048,South,1,205.34,0.0,205.34,12.46,22.78,Electronics,Laptop
ORD009144,2019-01-27,2019-01-29,C02690,P0101,South,1,137.36,0.0,137.36,11.37,28.42,Home & Kitchen,Bedding
ORD009145,2021-11-18,2021-11-19,C00169,P0066,North,1,222.52,0.1,200.27,20.42,-2.6,Electronics,Wearable
ORD009146,2021-12-18,2021-12-22,C02300,P0088,West,1,148.6,0.2,118.88,9.79,17.17,Home & Kitchen,Cookware
ORD009147,2019-03-07,2019-03-09,C02631,P0035,East,1,198.01,0.1,178.21,15.38,0.91,Electronics,Mobile
ORD009148,2023-02-28,2023-03-01,C02263,P0006,East,1,88.06,0.0,88.06,1.08,31.63,Fashion,Clothing
ORD009149,2020-11-18,2020-11-21,C02514,P0050,North,1,264.68,0.0,264.68,9.58,63.64,Electronics,Laptop
ORD009150,2022-06-22,2022-06-27,C01100,P0089,North,1,117.38,0.25,88.03,10.21,-2.79,Home & Kitchen,Cookware
ORD009151,2020-11-26,2020-12-03,C00339,P0022,East,1,66.6,0.0,66.6,8.37,10.44,Fashion,Accessories
ORD009152,2020-01-02,2020-01-03,C02680,P0086,Central,2,166.52,0.05,316.39,7.48,54.01,Home & Kitchen,Cookware
ORD009153,2021-08-01,2021-08-04,C01218,P0007,North,1,41.46,0.05,39.39,5.03,4.58,Fashion,Clothing
ORD009154,2020-07-08,2020-07-10,C01265,P0099,Central,1,84.07,0.0,84.07,9.3,12.12,Home & Kitchen,Decor
ORD009155,2022-04-11,2022-04-15,C01903,P0102,East,1,108.96,0.05,103.51,6.87,23.61,Home & Kitchen,Bedding
ORD009156,2020-04-03,2020-04-04,C01712,P0024,East,2,101.61,0.0,203.22,7.34,68.14,Fashion,Accessories
ORD009157,2022-01-25,2022-01-27,C00138,P0079,North,1,120.28,0.0,120.28,14.93,12.37,Home & Kitchen,Furniture
ORD009158,2019-12-21,2019-12-23,C01727,P0088,Central,1,148.6,0.0,148.6,6.53,38.26,Home & Kitchen,Cookware
ORD009159,2023-01-13,2023-01-15,C02461,P0070,Central,1,263.41,0.05,250.24,20.72,34.94,Electronics,Wearable
ORD009160,2023-09-09,2023-09-13,C00139,P0091,Central,1,105.86,0.15,89.98,5.61,6.19,Home & Kitchen,Decor
ORD009161,2019-10-29,2019-11-01,C01351,P0060,Central,2,251.69,0.15,427.87,18.24,46.48,Electronics,Audio
ORD009162,2021-11-26,2021-12-01,C02465,P0071,Central,1,92.35,0.4,55.41,6.29,-0.59,Home & Kitchen,Furniture
ORD009163,2019-07-24,2019-07-26,C00072,P0050,East,1,264.68,0.1,238.21,15.61,41.73,Electronics,Laptop
ORD009164,2022-10-07,2022-10-08,C00649,P0073,East,1,149.6,0.25,112.2,8.21,10.85,Home & Kitchen,Furniture
ORD009165,2020-10-05,2020-10-07,C02520,P0078,North,2,134.32,0.0,268.64,8.34,65.36,Home & Kitchen,Furniture
ORD009166,2022-03-21,2022-03-24,C01472,P0019,South,1,28.35,0.05,26.93,7.71,0.22,Fashion,Footwear
ORD009167,2022-02-20,2022-02-21,C01920,P0033,West,1,230.91,0.0,230.91,17.05,18.0,Electronics,Mobile
ORD009168,2024-09-20,2024-09-24,C00055,P0096,West,1,81.09,0.05,77.04,7.14,10.61,Home & Kitchen,Decor
ORD009169,2022-05-22,2022-05-24,C00576,P0004,North,1,55.09,0.0,55.09,7.38,12.39,Fashion,Clothing
ORD009170,2022-08-28,2022-09-01,C01706,P0092,East,1,123.65,0.1,111.29,4.81,14.47,Home & Kitchen,Decor
ORD009171,2021-07-16,2021-07-21,C00011,P0081,East,1,118.69,0.05,112.76,5.39,17.33,Home & Kitchen,Cookware
ORD009172,2024-11-05,2024-11-07,C01715,P0058,North,1,244.15,0.2,195.32,15.17,-7.23,Electronics,Audio
ORD009173,2023-10-29,2023-10-31,C00792,P0084,West,2,132.52,0.1,238.54,11.96,54.94,Home & Kitchen,Cookware
ORD009174,2020-11-08,2020-11-10,C02076,P0009,North,1,64.1,0.05,60.89,8.14,9.2,Fashion,Clothing
ORD009175,2024-02-02,2024-02-04,C01576,P0037,East,2,292.77,0.05,556.26,11.88,108.91,Electronics,Mobile
ORD009176,2021-10-08,2021-10-11,C00895,P0037,West,2,292.77,0.1,526.99,17.88,85.35,Electronics,Mobile
ORD009177,2023-12-26,2023-12-30,C00901,P0102,East,1,108.96,0.15,92.62,5.12,18.82,Home & Kitchen,Bedding
ORD009178,2023-12-20,2023-12-24,C02236,P0042,South,1,264.79,0.25,198.59,19.65,-1.34,Electronics,Laptop
ORD009179,2020-03-05,2020-03-09,C01156,P0006,North,1,88.06,0.1,79.25,1.04,26.39,Fashion,Clothing
ORD009180,2023-04-10,2023-04-11,C02799,P0066,North,1,222.52,0.0,222.52,9.59,21.58,Electronics,Wearable
ORD009181,2020-11-14,2020-11-19,C01448,P0005,West,1,93.5,0.15,79.47,5.33,8.18,Fashion,Clothing
ORD009182,2020-11-22,2020-11-26,C02290,P0016,West,1,39.18,0.3,27.43,6.12,-3.68,Fashion,Footwear
ORD009183,2020-11-21,2020-11-25,C02319,P0098,West,2,149.04,0.0,298.08,9.27,78.07,Home & Kitchen,Decor
ORD009184,2023-06-20,2023-06-25,C01123,P0089,North,1,117.38,0.0,117.38,10.82,14.21,Home & Kitchen,Cookware
ORD009185,2020-07-01,2020-07-03,C00192,P0085,North,2,140.59,0.0,281.18,5.26,61.36,Home & Kitchen,Cookware
ORD009186,2019-01-03,2019-01-05,C01293,P0091,South,1,105.86,0.0,105.86,5.49,15.84,Home & Kitchen,Decor
ORD009187,2023-05-21,2023-05-26,C01327,P0086,South,2,166.52,0.1,299.74,7.85,43.65,Home & Kitchen,Cookware
ORD009188,2020-01-14,2020-01-24,C02898,P0107,East,1,115.63,0.1,104.07,13.34,17.83,Home & Kitchen,Bedding
ORD009189,2019-10-18,2019-10-21,C02553,P0079,South,1,120.28,0.05,114.27,8.27,15.42,Home & Kitchen,Furniture
ORD009190,2020-07-23,2020-07-30,C00845,P0018,West,1,88.74,0.1,79.87,0.84,23.63,Fashion,Footwear
ORD009191,2021-05-14,2021-05-15,C00497,P0097,South,1,139.5,0.4,83.7,8.41,2.21,Home & Kitchen,Decor
ORD009192,2021-12-04,2021-12-05,C00684,P0065,North,3,257.75,0.1,695.93,16.58,104.12,Electronics,Wearable
ORD009193,2019-05-09,2019-05-12,C02741,P0052,South,1,301.47,0.0,301.47,14.29,64.02,Electronics,Audio
ORD009194,2024-11-29,2024-12-06,C00002,P0105,North,4,76.29,0.35,198.35,4.7,-6.58,Home & Kitchen,Bedding
ORD009195,2023-05-23,2023-05-24,C01766,P0014,West,1,76.77,0.1,69.09,4.64,15.57,Fashion,Footwear
ORD009196,2020-12-20,2020-12-23,C01667,P0041,North,1,292.78,0.0,292.78,15.48,47.39,Electronics,Laptop
ORD009197,2020-12-14,2020-12-15,C00725,P0091,Central,1,105.86,0.35,68.81,7.89,-8.79,Home & Kitchen,Decor
ORD009198,2021-11-04,2021-11-09,C00018,P0001,Central,2,75.87,0.05,144.15,2.39,44.94,Fashion,Clothing
ORD009199,2022-11-17,2022-11-20,C00121,P0033,East,1,230.91,0.0,230.91,10.67,24.38,Electronics,Mobile
ORD009200,2019-12-08,2019-12-10,C02151,P0057,East,2,177.09,0.0,354.18,15.97,44.41,Electronics,Audio
ORD009201,2020-03-05,2020-03-07,C02312,P0067,North,1,253.54,0.0,253.54,21.35,22.63,Electronics,Wearable
ORD009202,2024-03-16,2024-03-19,C00090,P0028,South,1,12.9,0.05,12.25,4.85,-0.67,Fashion,Accessories
ORD009203,2020-09-15,2020-09-17,C01724,P0061,West,1,252.32,0.1,227.09,18.37,37.67,Electronics,Wearable
ORD009204,2021-05-15,2021-05-19,C00452,P0029,North,1,19.12,0.15,16.25,3.17,1.16,Fashion,Accessories
ORD009205,2024-04-20,2024-04-30,C02540,P0090,East,1,134.64,0.05,127.91,7.92,18.34,Home & Kitchen,Cookware
ORD009206,2022-12-28,2022-12-30,C00912,P0012,East,1,36.14,0.1,32.53,10.03,-1.21,Fashion,Footwear
ORD009207,2021-01-24,2021-01-31,C00382,P0044,West,1,230.16,0.0,230.16,16.57,14.81,Electronics,Laptop
ORD009208,2023-02-19,2023-02-21,C01984,P0070,East,1,263.41,0.0,263.41,14.6,48.96,Electronics,Wearable
ORD009209,2019-02-26,2019-02-28,C00690,P0096,East,1,81.09,0.05,77.04,5.05,12.7,Home & Kitchen,Decor
ORD009210,2023-07-19,2023-07-20,C00731,P0018,Central,1,88.74,0.05,84.3,8.92,18.21,Fashion,Footwear
ORD009211,2021-12-17,2021-12-18,C01727,P0066,Central,1,222.52,0.2,178.02,15.28,-10.81,Electronics,Wearable
ORD009212,2023-12-09,2023-12-14,C01123,P0029,North,1,19.12,0.0,19.12,0.0,6.05,Fashion,Accessories
ORD009213,2024-11-11,2024-11-12,C01062,P0051,West,2,287.29,0.2,459.66,17.21,68.36,Electronics,Audio
ORD009214,2024-09-24,2024-10-01,C01852,P0034,South,1,256.12,0.2,204.9,14.01,23.85,Electronics,Mobile
ORD009215,2024-08-07,2024-08-12,C00868,P0107,East,1,115.63,0.1,104.07,7.76,23.41,Home & Kitchen,Bedding
ORD009216,2022-02-05,2022-02-09,C00519,P0103,Central,1,184.95,0.1,166.45,6.07,33.09,Home & Kitchen,Bedding
ORD009217,2021-03-19,2021-03-24,C00875,P0068,West,1,231.1,0.0,231.1,12.17,24.11,Electronics,Wearable
ORD009218,2021-11-23,2021-11-25,C00261,P0022,North,1,66.6,0.05,63.27,9.91,6.9,Fashion,Accessories
