OrderID,OrderDate,ShipDate,CustomerID,ProductID,Region,Quantity,UnitPrice,Discount,Sales,ShippingCost,Profit,Category,SubCategory
ORD000074,2022-06-06,2022-06-09,C02663,P0007,South,1,41.46,0.1,37.31,10.13,-1.77,Fashion,Clothing
ORD000075,2022-10-31,2022-11-01,C02854,P0073,Central,1,149.6,0.05,142.12,9.3,27.71,Home & Kitchen,Furniture
ORD000076,2021-09-06,2021-09-10,C01067,P0069,North,1,250.33,0.05,237.81,14.44,21.58,Electronics,Wearable
ORD000077,2020-08-22,2020-08-23,C02000,P0054,North,1,250.22,0.15,212.69,12.04,12.15,Electronics,Audio
ORD000078,2021-03-06,2021-03-08,C00261,P0074,North,1,137.25,0.05,130.39,6.99,18.29,Home & Kitchen,Furniture
ORD000079,2023-09-21,2023-09-26,C00578,P0031,South,2,281.96,0.1,507.53,9.25,97.55,Electronics,Mobile
ORD000080,2019-02-11,2019-02-14,C01643,P0048,South,1,205.34,0.0,205.34,14.03,21.21,Electronics,Laptop
ORD000081,2019-11-05,2019-11-09,C00991,P0018,West,1,88.74,0.4,53.24,4.08,4.41,Fashion,Footwear
ORD000082,2019-05-13,2019-05-14,C02674,P0085,Central,1,140.59,0.0,140.59,9.78,23.53,Home & Kitchen,Cookware
ORD000083,2019-04-28,2019-05-05,C01778,P0037,East,1,292.77,0.0,292.77,15.72,53.46,Electronics,Mobile
ORD000084,2024-03-05,2024-03-12,C01591,P0110,Central,1,139.75,0.0,139.75,7.52,36.69,Home & Kitchen,Bedding
ORD000085,2023-04-18,2023-04-20,C02428,P0018,South,1,88.74,0.05,84.3,7.63,19.5,Fashion,Footwear
ORD000086,2021-12-02,2021-12-06,C00658,P0089,West,3,117.38,0.05,334.53,8.79,55.74,Home & Kitchen,Cookware
ORD000087,2019-10-06,2019-10-08,C00925,P0006,West,1,88.06,0.15,74.85,7.81,16.97,Fashion,Clothing
ORD000088,2021-12-22,2021-12-26,C02512,P0068,Central,1,231.1,0.0,231.1,20.69,15.59,Electronics,Wearable
ORD000089,2021-12-01,2021-12-03,C01376,P0076,North,1,124.08,0.05,117.88,4.87,17.03,Home & Kitchen,Furniture
ORD000090,2020-01-20,2020-01-23,C02257,P0029,South,2,19.12,0.4,22.94,6.26,-3.34,Fashion,Accessories
ORD000091,2021-10-11,2021-10-15,C00148,P0109,West,2,95.52,0.0,191.04,6.27,42.87,Home & Kitchen,Bedding
ORD000092,2021-07-07,2021-07-11,C01816,P0083,East,4,103.11,0.0,412.44,8.18,112.78,Home & Kitchen,Cookware
ORD000093,2022-11-05,2022-11-10,C01761,P0093,South,1,118.82,0.05,112.88,10.75,21.01,Home & Kitchen,Decor
ORD000094,2022-11-25,2022-11-27,C00438,P0002,East,1,55.09,0.0,55.09,1.87,15.99,Fashion,Clothing
ORD000095,2019-05-11,2019-05-12,C00542,P0059,North,2,257.31,0.15,437.43,15.46,34.72,Electronics,Audio
ORD000096,2021-04-29,2021-05-02,C02110,P0042,West,1,264.79,0.0,264.79,8.71,49.32,Electronics,Laptop
ORD000097,2022-11-17,2022-11-19,C00279,P0084,North,1,132.52,0.0,132.52,7.04,34.36,Home & Kitchen,Cookware
ORD000098,2022-01-10,2022-01-15,C02248,P0089,West,1,117.38,0.1,105.64,4.96,13.03,Home & Kitchen,Cookware
ORD000099,2024-03-08,2024-03-11,C02513,P0039,West,1,238.09,0.0,238.09,15.76,43.09,Electronics,Mobile
ORD000100,2022-12-23,2022-12-30,C00781,P0018,North,1,88.74,0.0,88.74,8.24,21.55,Fashion,Footwear
ORD000101,2019-12-27,2019-12-29,C00182,P0068,West,1,231.1,0.0,231.1,21.35,14.93,Electronics,Wearable
ORD000102,2019-07-23,2019-07-28,C01796,P0021,Central,1,53.07,0.1,47.76,5.15,9.33,Fashion,Accessories
ORD000103,2022-12-04,2022-12-05,C00244,P0072,Central,2,128.1,0.0,256.2,16.52,48.76,Home & Kitchen,Furniture
ORD000104,2019-03-18,2019-03-23,C00077,P0088,South,1,148.6,0.0,148.6,9.12,35.67,Home & Kitchen,Cookware
ORD000105,2022-09-05,2022-09-08,C01016,P0082,Central,1,102.52,0.1,92.27,7.92,11.67,Home & Kitchen,Cookware
ORD000106,2024-10-22,2024-10-24,C00590,P0097,Central,2,139.5,0.05,265.05,10.73,69.1,Home & Kitchen,Decor
ORD000107,2022-08-06,2022-08-09,C00790,P0089,East,1,117.38,0.1,105.64,7.76,10.23,Home & Kitchen,Cookware
ORD000108,2021-06-07,2021-06-08,C01689,P0081,West,1,118.69,0.0,118.69,4.9,21.38,Home & Kitchen,Cookware
ORD000109,2022-12-05,2022-12-07,C00286,P0018,East,2,88.74,0.1,159.73,5.36,43.57,Fashion,Footwear
ORD000110,2021-11-15,2021-11-17,C02410,P0026,East,1,76.46,0.05,72.64,7.86,8.67,Fashion,Accessories
ORD000111,2022-05-12,2022-05-13,C01742,P0104,East,2,106.35,0.0,212.7,11.94,37.0,Home & Kitchen,Bedding
ORD000112,2024-10-25,2024-10-29,C01263,P0062,West,1,317.17,0.1,285.45,10.11,59.95,Electronics,Wearable
ORD000113,2021-06-01,2021-06-03,C01425,P0094,South,1,78.65,0.0,78.65,5.4,17.59,Home & Kitchen,Decor
ORD000114,2024-11-19,2024-11-23,C00544,P0057,East,1,177.09,0.0,177.09,12.43,17.76,Electronics,Audio
ORD000115,2024-07-27,2024-08-06,C02645,P0009,Central,1,64.1,0.0,64.1,2.81,16.45,Fashion,Clothing
ORD000116,2020-03-25,2020-03-30,C00601,P0049,South,1,233.01,0.0,233.01,17.89,19.36,Electronics,Laptop
ORD000117,2019-07-19,2019-07-22,C01059,P0074,Central,1,137.25,0.15,116.66,8.55,8.5,Home & Kitchen,Furniture
ORD000118,2019-10-11,2019-10-14,C01031,P0102,North,2,108.96,0.0,217.92,4.99,62.51,Home & Kitchen,Bedding
ORD000119,2019-02-22,2019-02-27,C02285,P0103,West,1,184.95,0.0,184.95,3.21,47.05,Home & Kitchen,Bedding
ORD000120,2019-09-30,2019-10-10,C01437,P0014,West,1,76.77,0.0,76.77,8.56,16.26,Fashion,Footwear
ORD000121,2023-02-17,2023-02-20,C01504,P0019,East,1,28.35,0.0,28.35,3.69,5.09,Fashion,Footwear
ORD000122,2019-07-25,2019-08-04,C01142,P0088,Central,1,148.6,0.1,133.74,14.29,21.58,Home & Kitchen,Cookware
ORD000123,2020-12-15,2020-12-22,C02715,P0086,North,1,166.52,0.15,141.54,10.69,10.06,Home & Kitchen,Cookware
ORD000124,2024-02-03,2024-02-04,C01999,P0012,East,1,36.14,0.05,34.33,4.5,5.41,Fashion,Footwear
ORD000125,2019-03-09,2019-03-10,C01836,P0105,South,1,76.29,0.0,76.29,10.65,4.9,Home & Kitchen,Bedding
ORD000126,2023-12-10,2023-12-14,C00085,P0007,West,1,41.46,0.05,39.39,3.04,6.57,Fashion,Clothing
ORD000127,2020-11-04,2020-11-07,C01129,P0090,North,1,134.64,0.0,134.64,5.8,24.5,Home & Kitchen,Cookware
ORD000128,2019-11-08,2019-11-11,C01439,P0045,Central,1,219.18,0.15,186.3,16.79,11.04,Electronics,Laptop
ORD000129,2023-03-29,2023-04-02,C00272,P0034,West,1,256.12,0.0,256.12,15.1,53.49,Electronics,Mobile
ORD000130,2022-11-20,2022-11-25,C00150,P0029,Central,4,19.12,0.15,65.01,5.49,11.83,Fashion,Accessories
ORD000131,2024-05-07,2024-05-08,C01504,P0011,East,1,44.33,0.05,42.11,9.13,2.43,Fashion,Footwear
ORD000132,2023-07-17,2023-07-19,C02528,P0101,East,1,137.36,0.0,137.36,2.65,37.14,Home & Kitchen,Bedding
ORD000133,2023-11-27,2023-11-30,C02650,P0008,Central,1,68.9,0.05,65.45,9.47,6.51,Fashion,Clothing
ORD000134,2020-11-04,2020-11-09,C00704,P0018,North,2,88.74,0.25,133.11,9.34,23.62,Fashion,Footwear
ORD000135,2020-02-01,2020-02-03,C00565,P0098,West,1,149.04,0.1,134.14,3.78,30.95,Home & Kitchen,Decor
ORD000136,2023-08-31,2023-09-03,C00171,P0081,East,1,118.69,0.0,118.69,4.75,21.53,Home & Kitchen,Cookware
ORD000137,2023-12-01,2023-12-02,C01319,P0001,West,1,75.87,0.05,72.08,3.96,19.7,Fashion,Clothing
ORD000138,2024-12-21,2024-12-24,C01998,P0107,North,2,115.63,0.25,173.44,10.66,30.87,Home & Kitchen,Bedding
ORD000139,2021-08-17,2021-08-27,C00711,P0066,South,1,222.52,0.1,200.27,11.86,5.96,Electronics,Wearable
ORD000140,2021-04-22,2021-04-25,C01597,P0020,West,1,48.17,0.0,48.17,2.41,9.0,Fashion,Footwear
ORD000141,2023-10-28,2023-10-31,C01578,P0075,North,1,90.93,0.05,86.38,4.76,13.31,Home & Kitchen,Furniture
ORD000142,2021-01-22,2021-01-26,C01944,P0066,West,1,222.52,0.0,222.52,15.05,16.12,Electronics,Wearable
ORD000143,2024-10-05,2024-10-12,C02425,P0088,North,1,148.6,0.05,141.17,6.05,34.28,Home & Kitchen,Cookware
ORD000144,2024-03-14,2024-03-15,C00680,P0106,North,3,140.49,0.0,421.47,9.24,113.61,Home & Kitchen,Bedding
ORD000145,2021-10-02,2021-10-03,C01267,P0081,South,1,118.69,0.4,71.21,7.38,-9.59,Home & Kitchen,Cookware
ORD000146,2023-09-01,2023-09-03,C00127,P0030,East,1,30.05,0.0,30.05,5.58,2.08,Fashion,Accessories
ORD000147,2023-09-11,2023-09-16,C01237,P0109,West,1,95.52,0.05,90.74,9.37,12.33,Home & Kitchen,Bedding
ORD000148,2019-10-16,2019-10-17,C01943,P0048,West,1,205.34,0.15,174.54,20.86,-4.1,Electronics,Laptop
ORD000149,2024-07-19,2024-07-20,C01658,P0097,Central,1,139.5,0.05,132.53,6.54,33.37,Home & Kitchen,Decor
ORD000150,2022-01-16,2022-01-20,C02588,P0022,North,1,66.6,0.1,59.94,7.03,7.78,Fashion,Accessories
ORD000151,2023-12-24,2023-12-27,C00873,P0084,East,1,132.52,0.15,112.64,7.06,22.41,Home & Kitchen,Cookware
ORD000152,2020-12-16,2020-12-19,C01944,P0037,West,2,292.77,0.0,585.54,12.1,126.26,Electronics,Mobile
ORD000153,2024-06-29,2024-07-03,C02674,P0031,Central,1,281.96,0.0,281.96,19.48,50.84,Electronics,Mobile
ORD000154,2021-06-10,2021-06-13,C00891,P0014,North,1,76.77,0.0,76.77,2.39,22.43,Fashion,Footwear
ORD000155,2019-02-01,2019-02-02,C01549,P0075,South,1,90.93,0.1,81.84,8.15,7.19,Home & Kitchen,Furniture
ORD000156,2024-07-27,2024-07-29,C02333,P0042,North,2,264.79,0.15,450.14,8.5,59.9,Electronics,Laptop
ORD000157,2019-09-21,2019-09-24,C01324,P0002,West,1,55.09,0.1,49.58,5.47,9.08,Fashion,Clothing
ORD000158,2020-12-15,2020-12-16,C00944,P0011,Central,1,44.33,0.0,44.33,8.02,4.87,Fashion,Footwear
ORD000159,2024-11-06,2024-11-08,C01820,P0061,West,1,252.32,0.05,239.7,12.77,50.84,Electronics,Wearable
ORD000160,2024-11-07,2024-11-14,C01341,P0010,Central,1,9.58,0.05,9.1,2.85,-0.02,Fashion,Clothing
ORD000161,2022-07-31,2022-08-01,C02243,P0005,North,1,93.5,0.0,93.5,3.42,18.5,Fashion,Clothing
ORD000162,2022-11-24,2022-11-27,C02258,P0022,East,3,66.6,0.2,159.84,0.0,32.45,Fashion,Accessories
ORD000163,2021-11-04,2021-11-05,C01389,P0023,Central,2,129.54,0.0,259.08,3.66,64.28,Fashion,Accessories
ORD000164,2020-11-17,2020-11-27,C00581,P0009,Central,2,64.1,0.05,121.79,3.85,30.82,Fashion,Clothing
ORD000165,2020-12-26,2020-12-27,C02392,P0088,East,1,148.6,0.05,141.17,9.47,30.86,Home & Kitchen,Cookware
ORD000166,2023-01-18,2023-01-20,C00644,P0084,Central,1,132.52,0.05,125.89,6.95,30.47,Home & Kitchen,Cookware
ORD000167,2023-09-05,2023-09-06,C00877,P0013,West,2,39.86,0.15,67.76,7.55,10.18,Fashion,Footwear
ORD000168,2023-11-16,2023-11-17,C00445,P0052,West,3,301.47,0.2,723.53,13.43,112.97,Electronics,Audio
ORD000169,2023-11-13,2023-11-18,C02115,P0108,West,3,141.35,0.0,424.05,11.25,128.37,Home & Kitchen,Bedding
ORD000170,2019-09-20,2019-09-21,C00869,P0108,North,1,141.35,0.0,141.35,5.43,41.11,Home & Kitchen,Bedding
ORD000171,2021-12-25,2021-12-26,C00630,P0107,East,2,115.63,0.15,196.57,4.36,51.05,Home & Kitchen,Bedding
ORD000172,2019-06-15,2019-06-18,C02024,P0008,North,1,68.9,0.05,65.45,0.0,15.98,Fashion,Clothing
ORD000173,2022-05-23,2022-05-25,C01732,P0068,North,1,231.1,0.1,207.99,12.26,10.15,Electronics,Wearable
ORD000174,2021-10-24,2021-10-26,C02022,P0026,East,1,76.46,0.1,68.81,9.79,4.44,Fashion,Accessories
ORD000175,2024-06-06,2024-06-10,C01211,P0093,North,1,118.82,0.15,101.0,4.72,19.91,Home & Kitchen,Decor
ORD000176,2021-02-20,2021-02-27,C02579,P0063,East,1,244.59,0.0,244.59,14.29,30.67,Electronics,Wearable
ORD000177,2019-11-06,2019-11-09,C01090,P0040,South,2,266.0,0.1,478.8,12.94,90.18,Electronics,Mobile
ORD000178,2019-12-04,2019-12-07,C02157,P0054,West,1,250.22,0.0,250.22,11.36,35.35,Electronics,Audio
ORD000179,2023-10-01,2023-10-05,C02117,P0054,North,1,250.22,0.1,225.2,9.24,22.46,Electronics,Audio
ORD000180,2022-11-08,2022-11-11,C02873,P0098,West,3,149.04,0.2,357.7,8.1,69.26,Home & Kitchen,Decor
ORD000181,2019-10-12,2019-10-16,C00714,P0096,North,1,81.09,0.05,77.04,8.59,9.16,Home & Kitchen,Decor
ORD000182,2019-08-31,2019-09-04,C01838,P0078,North,2,134.32,0.0,268.64,5.2,68.5,Home & Kitchen,Furniture
ORD000183,2023-04-10,2023-04-13,C00621,P0062,West,1,317.17,0.0,317.17,14.55,74.54,Electronics,Wearable
ORD000184,2019-07-29,2019-07-31,C02908,P0059,East,1,257.31,0.0,257.31,19.11,29.14,Electronics,Audio
ORD000185,2023-12-19,2023-12-24,C02976,P0032,West,2,292.4,0.3,409.36,17.88,26.16,Electronics,Mobile
ORD000186,2023-04-25,2023-04-28,C00726,P0077,North,1,143.14,0.0,143.14,2.71,26.3,Home & Kitchen,Furniture
ORD000187,2019-08-23,2019-08-26,C01912,P0001,West,3,75.87,0.05,216.23,7.72,63.27,Fashion,Clothing
ORD000188,2019-09-02,2019-09-03,C02167,P0076,Central,1,124.08,0.1,111.67,9.58,8.6,Home & Kitchen,Furniture
ORD000189,2024-12-16,2024-12-19,C01934,P0077,South,4,143.14,0.0,572.56,12.58,103.46,Home & Kitchen,Furniture
ORD000190,2021-04-28,2021-05-02,C00593,P0078,North,1,134.32,0.0,134.32,9.5,27.35,Home & Kitchen,Furniture
ORD000191,2021-04-18,2021-04-21,C00797,P0107,South,1,115.63,0.1,104.07,9.37,21.8,Home & Kitchen,Bedding
ORD000192,2023-12-08,2023-12-09,C00272,P0063,West,5,244.59,0.0,1222.95,14.47,210.33,Electronics,Wearable
ORD000193,2024-11-03,2024-11-05,C02217,P0107,South,1,115.63,0.3,80.94,6.7,10.6,Home & Kitchen,Bedding
ORD000194,2024-12-15,2024-12-18,C01294,P0090,Central,1,134.64,0.05,127.91,5.39,20.87,Home & Kitchen,Cookware
ORD000195,2023-09-08,2023-09-10,C02913,P0031,Central,1,281.96,0.05,267.86,14.38,47.48,Electronics,Mobile
ORD000196,2021-05-04,2021-05-05,C00186,P0011,South,1,44.33,0.1,39.9,9.24,0.99,Fashion,Footwear
ORD000197,2019-08-29,2019-08-31,C00059,P0040,East,1,266.0,0.0,266.0,15.35,52.17,Electronics,Mobile
ORD000198,2023-10-29,2023-11-02,C00724,P0021,South,1,53.07,0.1,47.76,3.63,10.85,Fashion,Accessories
ORD000199,2022-06-18,2022-06-20,C01601,P0064,South,1,203.37,0.0,203.37,12.82,24.02,Electronics,Wearable
ORD000200,2021-09-19,2021-09-24,C02606,P0044,Central,1,230.16,0.0,230.16,12.01,19.37,Electronics,Laptop
ORD000201,2024-07-30,2024-08-01,C00751,P0002,North,1,55.09,0.05,52.34,6.04,10.17,Fashion,Clothing
ORD000202,2019-10-30,2019-11-01,C02273,P0084,South,1,132.52,0.1,119.27,11.07,22.38,Home & Kitchen,Cookware
ORD000203,2021-12-23,2021-12-28,C01401,P0068,South,1,231.1,0.0,231.1,15.53,20.75,Electronics,Wearable
ORD000204,2019-02-02,2019-02-05,C00075,P0095,Central,1,123.98,0.15,105.38,10.68,7.45,Home & Kitchen,Decor
ORD000205,2021-11-26,2021-11-28,C02841,P0078,South,1,134.32,0.0,134.32,7.02,29.83,Home & Kitchen,Furniture
ORD000206,2019-06-12,2019-06-17,C00089,P0086,East,1,166.52,0.0,166.52,8.18,27.56,Home & Kitchen,Cookware
ORD000207,2019-11-09,2019-11-16,C00759,P0055,North,1,244.91,0.0,244.91,9.74,40.3,Electronics,Audio
ORD000208,2019-11-07,2019-11-11,C00990,P0052,Central,1,301.47,0.0,301.47,15.42,62.89,Electronics,Audio
ORD000209,2022-12-12,2022-12-14,C02417,P0078,North,2,134.32,0.05,255.21,6.03,59.61,Home & Kitchen,Furniture
ORD000210,2023-08-18,2023-08-19,C02863,P0079,Central,1,120.28,0.05,114.27,10.69,13.0,Home & Kitchen,Furniture
ORD000211,2022-08-29,2022-09-03,C02561,P0040,South,2,266.0,0.0,532.0,14.42,120.62,Electronics,Mobile
ORD000212,2024-11-20,2024-11-21,C01470,P0108,West,1,141.35,0.05,134.28,10.27,32.03,Home & Kitchen,Bedding
ORD000213,2021-04-30,2021-05-01,C00891,P0010,North,4,9.58,0.0,38.32,9.23,3.25,Fashion,Clothing
ORD000214,2020-11-08,2020-11-12,C02721,P0104,Central,1,106.35,0.15,90.4,11.22,3.68,Home & Kitchen,Bedding
ORD000215,2024-04-12,2024-04-13,C01856,P0033,East,1,230.91,0.0,230.91,13.66,21.39,Electronics,Mobile
ORD000216,2020-06-13,2020-06-18,C00609,P0055,South,3,244.91,0.0,734.73,12.94,137.18,Electronics,Audio
ORD000217,2024-11-21,2024-11-22,C02436,P0075,East,1,90.93,0.05,86.38,7.95,10.12,Home & Kitchen,Furniture
